date,tweet_count
2024-11-29,66
2024-11-30,198
2024-12-01,133
2024-12-02,148
2024-12-03,168
2024-12-04,83
2024-12-05,81
2024-12-06,53
2024-12-07,86
2024-12-08,69
2024-12-09,102
2024-12-10,86
2024-12-11,141
2024-12-12,98
2024-12-13,90
2024-12-14,34
2024-12-15,80
2024-12-16,93
2024-12-17,76
2024-12-18,194
2024-12-19,52
2024-12-20,48
2024-12-21,110
2024-12-22,114
2024-12-23,680
2024-12-24,430
2024-12-25,60
2024-12-26,32
2024-12-27,95
2024-12-28,1474
2024-12-29,199
2024-12-30,69
2024-12-31,132
