created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,Deidentified_text,keywords_matched
2024-12-07T15:15:13.000Z,"London, Ontario",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:13:21.000Z, New York,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:11:09.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:07:52.000Z,"Kansas City, MO",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:07:23.000Z,"Rochester, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:05:28.000Z,WNY transplant in Ohio,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:05:12.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:01:51.000Z,"Long Island, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:01:33.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:59:24.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:58:58.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:49:45.000Z,979-303-205-901-304-217-979,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:48:27.000Z,"Rome, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:46:42.000Z,"Lancaster, PA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:45:50.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:41:59.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:39:37.000Z,"Denton, TX",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:38:33.000Z,The Milky Way ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:37:50.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:33:50.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:31:43.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:31:16.000Z,"Queens, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:30:01.000Z,"Hastings, Kearney, & GI, NE",,,,False,THANK YOU [ORGANIZATION] for participating in Give Where You Live Day! Your generous donations have enabled [ORGANIZATION] to update our [ORGANIZATION] Kitchen to provide food services for even more hurting &amp; homeless [ORGANIZATION] families in [ORGANIZATION]! [URL] [URL],homeless
2024-12-07T14:28:21.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:28:03.000Z,Florida,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:27:44.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:27:25.000Z,"Rochester, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:24:23.000Z,#BillsMafia,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:23:49.000Z,"Panamá, Panamá",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:23:27.000Z,Buffalo N Y,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:21:19.000Z,"Georgia, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:19:38.000Z,CT,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:19:06.000Z,"Carson,Ca",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:18:17.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:17:57.000Z,"Myrtle Beach, SC",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:16:10.000Z,St.John's,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:15:57.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:15:15.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:14:33.000Z,"Plumstead, Pa",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:13:58.000Z,Wilmington NC,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:12:24.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:11:35.000Z,"Montgomery Village, MD",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:10:38.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:09:30.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:08:54.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:08:48.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:07:34.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:04:03.000Z,Toronto,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:02:40.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:02:06.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:01:55.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T14:01:30.000Z,"Texas, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:59:33.000Z,Rochester NY,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:58:06.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:57:48.000Z,"Alabama, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:57:17.000Z,Florida ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:57:09.000Z,"Houston, TX",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:55:07.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:54:26.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:54:21.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:51:49.000Z,Yankees Stadium,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:51:05.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:50:42.000Z,"Ottawa, Ontario",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:50:39.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:50:19.000Z,The Queen & The Nickel,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:49:49.000Z,somewhere in NC,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:48:56.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:48:06.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:47:38.000Z,United States,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:46:49.000Z,Aspiring Fashion Icon U,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:45:14.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:44:48.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:44:46.000Z,"Buffalo, NY/Naples, FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:44:18.000Z,parts unknown,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:44:14.000Z,"Olmsted Falls, OH",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:44:13.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:43:51.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:43:38.000Z,"World Golf Village, FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:42:33.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:40:54.000Z,Northern Virginia,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:40:17.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:40:13.000Z,New York,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:39:58.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:38:35.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:35:42.000Z,,,,,True,"RT @katiehoffman_3: [ORGANIZATION], a rookie on [ORGANIZATION], was homeless as a child and pays tribute to the man who changed his life: his…",homeless
2024-12-07T13:34:38.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:33:25.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:33:10.000Z,Maryland/Florida ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:33:02.000Z,"Glendale, AZ",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:33:01.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:32:37.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:30:26.000Z,"Tennessee, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:30:22.000Z,East TN,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:29:14.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:27:32.000Z,"Richmond, VA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:26:35.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:23:46.000Z,City of Good Neighbors,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:21:14.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:17:55.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:14:18.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:13:49.000Z,"Southport, NC",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:13:38.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:09:43.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:09:42.000Z,A-T-L,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:09:36.000Z,"East Harlem, Manhattan",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:04:06.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T13:02:21.000Z,Ontario,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:58:29.000Z,"Charlotte, NC",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:57:52.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:56:06.000Z,"East Glenville, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:55:27.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:52:43.000Z,"Palestine, TX",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:49:00.000Z,Somewhere in our camper,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:48:21.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:42:10.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:40:49.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:39:14.000Z,"Rochester, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:37:57.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:36:17.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:35:14.000Z,Texas,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:34:39.000Z,NYC/NJ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:32:49.000Z,In The Kitchen,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:32:23.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:29:22.000Z,"New Jersey, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:29:18.000Z,"Louisville, KY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:28:47.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:24:50.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:22:42.000Z,"Buffalo, NY USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:21:14.000Z,"New York, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:18:30.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:15:42.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:05:57.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:05:47.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:04:50.000Z,"Kentucky, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:04:04.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T12:00:17.000Z,WNY,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:58:46.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:48:08.000Z,20 / GA ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:43:57.000Z,"Buffalo, New York",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:43:10.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:42:38.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:35:16.000Z,Shangri-La,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:28:57.000Z,"Florida, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:21:29.000Z,PA,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T11:14:30.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
