created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,Deidentified_text,keywords_matched
2024-12-08T03:48:57.000Z,United States,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T03:22:59.000Z,"Middletown,NY, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T03:22:40.000Z,716,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T02:47:02.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T02:45:31.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T02:21:23.000Z,WNY,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T02:13:20.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T02:05:53.000Z,"Florida, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T01:52:53.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T01:45:16.000Z,"St. Louis, Missouri",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T01:29:58.000Z,United States,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T01:21:15.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T00:56:48.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T00:46:00.000Z,"Louisville, KY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T00:45:58.000Z,"New York, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T00:29:07.000Z,In Between Buffalo & Columbus,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-08T00:23:03.000Z,Hampton Roads ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T23:48:51.000Z,"Sutton, MA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T23:41:09.000Z,"District of Columbia, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T23:33:41.000Z,PA,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T22:41:48.000Z,Tamilnadu. Union of India,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T22:13:52.000Z,"New Jersey, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T22:03:58.000Z,Los Angeles,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T21:45:44.000Z,"Florida, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T21:26:45.000Z,MTY,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T21:08:30.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:51:23.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:47:19.000Z,United States,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:44:20.000Z,"Livingston, NJ",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:26:19.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:20:57.000Z,"Farmington, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:18:25.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:13:39.000Z,📍KY,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:12:06.000Z,Georgia,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:11:20.000Z,"Atlanta, GA.",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:07:06.000Z,"Bradford, PA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T20:06:26.000Z,"Brighton, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:55:31.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:43:04.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:39:59.000Z,"Stillwater, OK",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:32:14.000Z,"Tampa, FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:30:18.000Z,"Lexington, KY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:19:27.000Z,"cleveland, ohio",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:18:21.000Z,"Brockport, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:17:15.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:07:44.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T19:03:53.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:58:30.000Z,"Albany, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:58:21.000Z,"New York, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:52:52.000Z,"Michigan, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:52:18.000Z,"40.484052,-74.457151",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:49:40.000Z,"Santa Barbara, CA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:49:39.000Z,"Whitby, Ontario",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:42:21.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:38:25.000Z,"Henderson, NV",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:37:34.000Z,NYC/PHX,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:27:58.000Z,"Mansfield, PA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:27:53.000Z,"Fairport, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:26:45.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:25:09.000Z,"Buffalo, N.Y.",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:24:21.000Z,203 Cooper Ave N Suite #350 ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:21:26.000Z,"Tallahassee,FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:21:16.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:20:21.000Z,"Highlands Ranch, CO",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:18:42.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:16:19.000Z,"Louisiana, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:09:41.000Z,NY-NJ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:07:27.000Z,"Minnesota, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:06:57.000Z,United States,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:02:16.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T18:00:34.000Z,"Kentucky, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:56:51.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:53:31.000Z,"Tampa, FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:51:12.000Z,World,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:50:58.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:45:32.000Z,The Earth,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:45:06.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:35:58.000Z,Buffalo,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:33:56.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:31:17.000Z,"Maryland, USA",,,,True,[PERSON]: .ORG0 programs help you become a part of something bigger. See how ORG0NCCC members helped build affordable h…,
2024-12-07T17:31:08.000Z,"Annapolis, Maryland",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:26:38.000Z,"Boston, MA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:24:25.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:24:10.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:23:26.000Z,One Bills Drive,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:22:25.000Z,"Chicago, IL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:17:40.000Z,716,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:16:59.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T17:04:22.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:54:01.000Z,"Beaufort, SC",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:48:53.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:47:01.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:42:00.000Z,"Saint Petersburg, FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:39:48.000Z,"Minnesota, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:38:21.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:36:31.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:36:30.000Z,RI ➡️ CO,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:36:02.000Z,"Brooklyn, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:35:42.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:33:11.000Z,Metro NYC,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:32:03.000Z,"Washington, D.C.",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:31:01.000Z,"Towamencin, PA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:29:24.000Z,Wisconsin,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:29:20.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:28:56.000Z,"Warren, MI",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:28:13.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:25:48.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:25:43.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:23:40.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:23:24.000Z,"Boston, MA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:22:53.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:22:06.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:22:05.000Z,USA,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:21:56.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:16:35.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:16:23.000Z,CT/BOS/CHI ,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:15:32.000Z,BBN • Eagles • 76ers • Phils,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:15:00.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:14:59.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:14:57.000Z,Allentown and Hurdle Ave,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:14:15.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:13:47.000Z,Twitter,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:13:16.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:12:58.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:12:35.000Z,"Denver, CO",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:08:52.000Z,"Slidell, LA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T16:08:36.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:52:10.000Z,"Brockport, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:50:37.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:42:01.000Z,"St Petersburg, FL",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:40:52.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:40:46.000Z,"Louisville, KY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:40:17.000Z,"Springfield, MO",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:38:28.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:38:08.000Z,"Portland, OR",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:37:27.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:35:33.000Z,"Charlotte, NC",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:32:13.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:26:44.000Z,"New York, New York",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:25:19.000Z,"Buffalo, NY",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:24:38.000Z,"BUFFALO, NEW YORK, USA ",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:23:57.000Z,Commie NY,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:22:26.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:22:01.000Z,,,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
2024-12-07T15:19:59.000Z,"Kentucky, USA",,,,True,"RT @CBSEveningNews: [PERSON] rookie @Ray_Davis07, who experienced homelessness as a child, honored the man who changed his life: his '…","homeless, homelessness"
