date,tweet_count
2024-11-13,47
2024-11-14,10
2024-11-15,2
2024-11-16,1
2024-11-18,2
2024-11-19,2
2024-11-20,1
2024-11-21,2
2024-11-25,1
2024-11-26,2
2024-11-27,4
2024-11-30,1
2024-12-02,1
2024-12-03,1
2024-12-05,2
2024-12-06,2
2024-12-12,1
2024-12-13,1
2024-12-16,2
2024-12-20,3
2024-12-22,3
2024-12-23,1
2024-12-24,2
2024-12-25,1
2024-12-30,3
2024-12-31,1
