Identifier,FileName,TranscriptDownloadStatus,TextTranscriptDownloadStatus,AiDownloadStatus
6717b13f-ad69-4d89-90fe-5e9fa46b5281,04_27_20_south_bend_meeting_minutes.mp3,,Succeed,
9010ed7d-1a7a-4cf5-958d-4b6e10758f91,05_13_24_south_bend_meeting_minutes.mp3,,Succeed,
f731fb16-f75b-44f9-9559-72a02227bf67,04_26_21_south_bend_meeting_minutes.mp3,,Succeed,
249fa223-c029-4489-ba8a-2080ec55b681,04_25_22_south_bend_meeting_minutes.mp3,,Succeed,
ff33323b-1b60-4679-99e4-edb0c4c9302a,05_09_22_south_bend_meeting_minutes.mp3,,Succeed,
26f4d837-0e56-4f37-8f3c-fc73bcfda83b,04_12_21_south_bend_meeting_minutes.mp3,,Succeed,
a8e8ac38-1b1d-4bc5-87ab-5d4a4bea9ab3,04_24_23_south_bend_meeting_minutes.mp3,,Succeed,
c25224ba-0412-4849-8188-cf2211dbbe74,04_22_24_south_bend_meeting_minutes.mp3,,Succeed,
676b3136-7d6a-453a-a3af-5847ba77fc45,04_13_20_south_bend_meeting_minutes.mp3,,Succeed,
71dbcbd4-75c2-4377-b109-60238519c4a4,04_11_22_south_bend_meeting_minutes.mp3,,Succeed,
84e792f4-e87d-4da5-a73c-34bbb8578fa8,03_14_22_south_bend_meeting_minutes.mp3,,Succeed,
29245957-602f-4b60-a5af-f01f2ff9d066,04_08_24_south_bend_meeting_minutes.mp3,,Succeed,
3b43f3d7-c0ca-4345-a04a-7e3c0300d197,04_10_23_south_bend_meeting_minutes.mp3,,Succeed,
9b466d32-fc32-47cc-b1dd-9d71789ee30c,03_28_22_south_bend_meeting_minutes.mp3,,Succeed,
90d83c76-96a3-41d2-941a-9a31e04b4e0d,03_22_21_south_bend_meeting_minutes.mp3,,Succeed,
75d36fbb-2cf0-4ae9-ae36-b00a3158d9da,03_25_24_south_bend_meeting_minutes.mp3,,Succeed,
5af025d9-1456-4f5a-8169-f1f04b4fc3e8,03_11_24_south_bend_meeting_minutes.mp3,,Succeed,
2d84a137-482e-40ff-bc53-ead83a9cbbcb,03_13_23_south_bend_meeting_minutes.mp3,,Succeed,
a0236c38-4161-4e32-82e9-4709e7081fa0,03_08_21_2_south_bend_meeting_minutes.mp3,,Succeed,
889cf0b0-cbbe-4285-827c-5d25fadd82ae,02_22_21_south_bend_meeting_minutes.mp3,,Succeed,
d117748d-f31e-4c64-9e7f-6dc3b15b892e,02_14_22_south_bend_meeting_minutes.mp3,,Succeed,
04f9a547-9066-4363-9550-c374205a1265,03_08_21_south_bend_meeting_minutes.mp3,,Succeed,
6ef150e4-b3ef-4038-95af-5bcf4b576940,02_27_23_south_bend_meeting_minutes.mp3,,Succeed,
a4420e77-ef82-4134-aa1d-3d68f89c472b,02_28_22_south_bend_meeting_minutes.mp3,,Succeed,
9368b904-9a8a-4bba-9f48-c2c32c324aba,03_08_21_1_south_bend_meeting_minutes.mp3,,Succeed,
e1a3448f-0f63-4019-ae26-081f94f56e11,01_11_21_south_bend_meeting_minutes.mp3,,Succeed,
21de07b4-da1b-450a-841a-bcf5362cc165,02_08_21_south_bend_meeting_minutes.mp3,,Succeed,
2603c46f-c441-449f-a568-d0ae7943739c,01_09_23_south_bend_meeting_minutes.mp3,,Succeed,
2335d520-776d-434d-bf6d-3390e2afda93,01_25_21_south_bend_meeting_minutes.mp3,,Succeed,
d4821cbb-0ba9-46f8-99d7-c03042befe15,01_08_24_south_bend_meeting_minutes.mp3,,Succeed,
23638f31-cf3f-4ac8-a83c-6b01f79ad683,01_10_22_south_bend_meeting_minutes.mp3,,Succeed,
