id,text,created_at,author_id,user_location,tweet_geo,tweet_country,place_type
1837786477016531076,"@undrcvrbrothr3 well greedy pple enjoy collecting 🏠s. some cities, like rockford IL (see below), have made ++ strides. the city's # s are impressive considering the poverty. the weather (dying of exposure is a real threat in IL), and under-priced housing mrket also means ⬇️ homelessness. https://t.co/W5uS6yqSZ1",2024-09-22T09:30:15.000Z,1521396011758874624,,,,
1837780748801040839,"@richardson8O @KellyScaletta There are some homeless people in Janesville, but as far as I can tell, they are refugees from Rockford &amp; Madison.",2024-09-22T09:07:29.000Z,16065805,"Wisconsin, USA",,,
1836762794680623265,"@USArmy can I get some marshal law in Milwaukee &amp; Rockford, Illinois , this college is sabotaging my name my housing  my health ,  they Forced homelessness &amp; think about to praising God or think they can say im not working so the police don't have a job to do.",2024-09-19T13:42:30.000Z,1822094188814712832,Book Me,,,
1834379383269904723,RT @DNRealtors: The Pioneer Property Management team attended the @RockfordHousing All Things Housing Summit today. It was a great opportun…,2024-09-12T23:51:40.000Z,2153354982,"Rockford, IL",,,
1834351801031668178,"The Pioneer Property Management team attended the @RockfordHousing All Things Housing Summit today. It was a great opportunity to share the resources that Pioneer offers to renters &amp; property owners, &amp; to meet with other organizations offering affordable housing in Rockford. 🏘️ https://t.co/zLPFztg9a2",2024-09-12T22:02:04.000Z,69872806,"Rockford, IL",,,
1828542136783953972,Midwest heatwave puts Rockford’s homeless at risk https://t.co/eRzqpmcPOn https://t.co/mWCxPOVCk9,2024-08-27T21:16:32.000Z,73127403,"Rockford, Illinois",,,
1828182748684513478,FOR IMMEDIATE RELEASE: ALL THINGS AFFORDABLE HOUSING SUMMIT https://t.co/gZ0KitmBE0  #tapin #affordablehousing #rockfordhousing #landlords #residents #rockfordil https://t.co/1mObAyRCGk,2024-08-26T21:28:27.000Z,2153354982,"Rockford, IL",,,
1826327660072415612,RT @JSpringer_GTA: The City of Rockford Hills needs to get a grip with reality and understand that they are not the center of this state. H…,2024-08-21T18:37:00.000Z,1369257048240689155,"Washington, DC",,,
1826327627096821820,RT @JSpringer_GTA: My team is going to be investigating the events that led to Mayor Trevel declaring a State of Emergency for the City of…,2024-08-21T18:36:52.000Z,1369257048240689155,"Washington, DC",,,
1826326169677168883,"The City of Rockford Hills needs to get a grip with reality and understand that they are not the center of this state. Homelessness is an ongoing issue in San Andreas, and their claims of a few more tents in the city warranting a state of emergency is abhorrent.",2024-08-21T18:31:05.000Z,1701423619514007552,"Paleto Bay, San Andreas",,,
